Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Nacionalidad;Periodo;Total
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2024;297
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2023;253
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2022;274
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2021;247
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2020;256
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de la UE27_2020 sin España;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2019;100
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2018;89
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2017;50
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2016;33
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2015;8
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2014;11
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE28;2013;7
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2024;167
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2023;121
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2022;112
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2021;102
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2020;94
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;País de Europa menos UE27_2020;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2024;697
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2023;645
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2022;444
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2021;430
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2020;338
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2019;380
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2018;341
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2017;272
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2016;213
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2015;89
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2014;84
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Africa;2013;55
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2024;411
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2023;375
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2022;379
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2021;362
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2020;284
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2019;312
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2018;242
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2017;236
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2016;199
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2015;115
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2014;83
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De América;2013;90
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2024;65
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2023;55
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2022;54
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2021;93
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2020;58
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2019;75
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2018;94
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2017;72
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2016;67
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2015;36
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2014;28
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Asia;2013;18
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2024;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2023;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2022;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2021;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2020;1
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2019;1
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2018;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2017;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2016;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2015;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2014;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;De Oceanía;2013;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2024;2.517
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2023;2.293
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2022;2.618
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2021;2.116
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2020;1.396
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2019;1.804
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2018;1.920
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2017;1.684
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2016;1.171
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2015;596
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2014;480
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Total;2013;382
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2024;2.127
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2023;1.928
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2022;2.221
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2021;1.838
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2020;1.180
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2019;1.516
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2018;1.698
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2017;1.467
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2016;1.030
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2015;536
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2014;440
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;Española;2013;343
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2019;106
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2018;78
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2017;90
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2016;75
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2015;23
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2014;18
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE28 sin España;2013;17
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2024;96
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2023;90
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2022;98
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2021;78
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2020;48
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de la UE27_2020 sin España;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2019;18
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2018;18
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2017;15
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2016;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2015;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2014;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE28;2013;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2024;107
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2023;125
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2022;118
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2021;42
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2020;51
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;País de Europa menos UE27_2020;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2024;64
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2023;78
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2022;80
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2021;72
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2020;51
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2019;86
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2018;75
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2017;57
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2016;34
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2015;19
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2014;8
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Africa;2013;10
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2024;93
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2023;58
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2022;61
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2021;73
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2020;38
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2019;62
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2018;44
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2017;49
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2016;29
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2015;16
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2014;10
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De América;2013;12
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2024;30
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2023;14
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2022;40
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2021;13
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2020;28
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2019;16
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2018;7
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;De Asia;2017;6
